Date,Festive Period,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
4/5/2019,E,Lok Ma Chau Spur Line,Arrival,40692,31577,633,72902
4/5/2019,E,Lok Ma Chau Spur Line,Departure,53223,38681,821,92725
4/5/2019,E,Hong Kong-Zhuhai-Macao Bridge,Arrival,11631,8534,4835,25000
4/5/2019,E,Hong Kong-Zhuhai-Macao Bridge,Departure,17603,12466,4663,34732
4/5/2019,E,Lok Ma Chau,Arrival,21940,6855,693,29488
4/5/2019,E,Lok Ma Chau,Departure,25398,17703,975,44076
4/5/2019,E,Man Kam To,Arrival,2007,3767,33,5807
4/5/2019,E,Man Kam To,Departure,2700,3360,65,6125
4/5/2019,E,Sha Tau Kok,Arrival,2027,1301,79,3407
4/5/2019,E,Sha Tau Kok,Departure,2501,1699,121,4321
4/5/2019,E,Shenzhen Bay,Arrival,22743,25627,1464,49834
4/5/2019,E,Shenzhen Bay,Departure,32048,43429,2010,77487
4/5/2019,E,China Ferry Terminal,Arrival,1723,1683,1977,5383
4/5/2019,E,China Ferry Terminal,Departure,2574,2881,2170,7625
4/5/2019,E,Harbour Control,Arrival,0,0,43,43
4/5/2019,E,Harbour Control,Departure,0,0,11,11
4/5/2019,E,Kai Tak Cruise Terminal,Arrival,720,371,21,1112
4/5/2019,E,Kai Tak Cruise Terminal,Departure,839,173,19,1031
4/5/2019,E,Macau Ferry Terminal,Arrival,8378,1864,6218,16460
4/5/2019,E,Macau Ferry Terminal,Departure,12059,1947,5189,19195
4/5/2019,E,Tuen Mun Ferry Terminal,Arrival,511,29,47,587
4/5/2019,E,Tuen Mun Ferry Terminal,Departure,723,23,38,784
5/5/2019,E,Airport,Arrival,34679,24310,23717,82706
5/5/2019,E,Airport,Departure,26117,15943,33975,76035
5/5/2019,E,Express Rail Link West Kowloon,Arrival,8229,11538,1304,21071
5/5/2019,E,Express Rail Link West Kowloon,Departure,5337,14835,1357,21529
5/5/2019,E,Hung Hom,Arrival,1955,1043,396,3394
5/5/2019,E,Hung Hom,Departure,1048,1170,356,2574
5/5/2019,E,Lo Wu,Arrival,94880,22753,1818,119451
5/5/2019,E,Lo Wu,Departure,68572,24963,2035,95570
5/5/2019,E,Lok Ma Chau Spur Line,Arrival,48991,19687,547,69225
5/5/2019,E,Lok Ma Chau Spur Line,Departure,38724,19611,795,59130
5/5/2019,E,Hong Kong-Zhuhai-Macao Bridge,Arrival,16424,6665,3986,27075
5/5/2019,E,Hong Kong-Zhuhai-Macao Bridge,Departure,11207,8062,5010,24279
5/5/2019,E,Lok Ma Chau,Arrival,27906,6069,675,34650
5/5/2019,E,Lok Ma Chau,Departure,18564,13092,1587,33243
5/5/2019,E,Man Kam To,Arrival,1899,1571,124,3594
5/5/2019,E,Man Kam To,Departure,1407,1391,35,2833
5/5/2019,E,Sha Tau Kok,Arrival,2523,960,73,3556
5/5/2019,E,Sha Tau Kok,Departure,1678,825,127,2630
5/5/2019,E,Shenzhen Bay,Arrival,34813,16479,1286,52578
5/5/2019,E,Shenzhen Bay,Departure,22756,22776,2231,47763
5/5/2019,E,China Ferry Terminal,Arrival,2273,1199,1368,4840
5/5/2019,E,China Ferry Terminal,Departure,1424,1402,1915,4741
5/5/2019,E,Harbour Control,Arrival,137,0,45,182
5/5/2019,E,Harbour Control,Departure,0,0,1,1
5/5/2019,E,Kai Tak Cruise Terminal,Arrival,3078,1185,422,4685
5/5/2019,E,Kai Tak Cruise Terminal,Departure,959,911,248,2118
5/5/2019,E,Macau Ferry Terminal,Arrival,11381,1042,4632,17055
5/5/2019,E,Macau Ferry Terminal,Departure,6979,1043,5038,13060
5/5/2019,E,Tuen Mun Ferry Terminal,Arrival,684,12,24,720
5/5/2019,E,Tuen Mun Ferry Terminal,Departure,485,25,35,545
11/5/2019,F,Airport,Arrival,27788,13946,22122,63856
11/5/2019,F,Airport,Departure,48047,11291,21425,80763
11/5/2019,F,Express Rail Link West Kowloon,Arrival,5712,33050,1361,40123
11/5/2019,F,Express Rail Link West Kowloon,Departure,22668,24011,903,47582
11/5/2019,F,Hung Hom,Arrival,1056,2025,370,3451
11/5/2019,F,Hung Hom,Departure,3210,1800,242,5252
11/5/2019,F,Lo Wu,Arrival,80688,49995,2056,132739
11/5/2019,F,Lo Wu,Departure,138792,54384,1935,195111
11/5/2019,F,Lok Ma Chau Spur Line,Arrival,45228,54593,973,100794
11/5/2019,F,Lok Ma Chau Spur Line,Departure,72514,50181,874,123569
11/5/2019,F,Hong Kong-Zhuhai-Macao Bridge,Arrival,12431,15448,6448,34327
11/5/2019,F,Hong Kong-Zhuhai-Macao Bridge,Departure,29859,19660,5789,55308
11/5/2019,F,Lok Ma Chau,Arrival,24314,14386,1154,39854
11/5/2019,F,Lok Ma Chau,Departure,31585,14310,968,46863
11/5/2019,F,Man Kam To,Arrival,1903,5717,65,7685
11/5/2019,F,Man Kam To,Departure,3258,3303,49,6610
11/5/2019,F,Sha Tau Kok,Arrival,2014,2192,167,4373
11/5/2019,F,Sha Tau Kok,Departure,3737,1521,78,5336
11/5/2019,F,Shenzhen Bay,Arrival,25817,43006,2256,71079
11/5/2019,F,Shenzhen Bay,Departure,51941,41265,1734,94940
11/5/2019,F,China Ferry Terminal,Arrival,1716,2153,1482,5351
11/5/2019,F,China Ferry Terminal,Departure,4010,2442,1316,7768
11/5/2019,F,Harbour Control,Arrival,2,0,51,53
11/5/2019,F,Harbour Control,Departure,243,0,40,283
11/5/2019,F,Kai Tak Cruise Terminal,Arrival,625,209,28,862
11/5/2019,F,Kai Tak Cruise Terminal,Departure,788,299,21,1108
11/5/2019,F,Macau Ferry Terminal,Arrival,9128,1602,4963,15693
11/5/2019,F,Macau Ferry Terminal,Departure,14803,1637,4051,20491
11/5/2019,F,Tuen Mun Ferry Terminal,Arrival,496,9,46,551
11/5/2019,F,Tuen Mun Ferry Terminal,Departure,877,24,17,918
12/5/2019,F,Airport,Arrival,33832,12382,19602,65816
12/5/2019,F,Airport,Departure,37741,15363,26262,79366
12/5/2019,F,Express Rail Link West Kowloon,Arrival,8428,18914,1048,28390
12/5/2019,F,Express Rail Link West Kowloon,Departure,12988,27043,1470,41501
12/5/2019,F,Hung Hom,Arrival,1663,885,262,2810
12/5/2019,F,Hung Hom,Departure,1896,1830,349,4075
12/5/2019,F,Lo Wu,Arrival,104208,32653,1744,138605
12/5/2019,F,Lo Wu,Departure,113972,43301,2170,159443
12/5/2019,F,Lok Ma Chau Spur Line,Arrival,58086,39080,651,97817
12/5/2019,F,Lok Ma Chau Spur Line,Departure,69684,38986,869,109539
12/5/2019,F,Hong Kong-Zhuhai-Macao Bridge,Arrival,23318,12004,5273,40595
12/5/2019,F,Hong Kong-Zhuhai-Macao Bridge,Departure,35740,17541,6404,59685
12/5/2019,F,Lok Ma Chau,Arrival,31503,12733,690,44926
12/5/2019,F,Lok Ma Chau,Departure,26409,13636,1291,41336
12/5/2019,F,Man Kam To,Arrival,1853,3520,76,5449
12/5/2019,F,Man Kam To,Departure,1837,2380,42,4259
12/5/2019,F,Sha Tau Kok,Arrival,2511,1398,89,3998
12/5/2019,F,Sha Tau Kok,Departure,3070,1441,164,4675
12/5/2019,F,Shenzhen Bay,Arrival,39253,26712,1447,67412
12/5/2019,F,Shenzhen Bay,Departure,46049,32700,2355,81104
12/5/2019,F,China Ferry Terminal,Arrival,2605,1508,1179,5292
12/5/2019,F,China Ferry Terminal,Departure,4249,2114,1638,8001
12/5/2019,F,Harbour Control,Arrival,1,1,73,75
12/5/2019,F,Harbour Control,Departure,1,3,32,36
12/5/2019,F,Kai Tak Cruise Terminal,Arrival,788,299,16,1103
12/5/2019,F,Kai Tak Cruise Terminal,Departure,606,423,19,1048
12/5/2019,F,Macau Ferry Terminal,Arrival,12837,1405,3693,17935
12/5/2019,F,Macau Ferry Terminal,Departure,17411,1367,4235,23013
12/5/2019,F,Tuen Mun Ferry Terminal,Arrival,706,20,33,759
12/5/2019,F,Tuen Mun Ferry Terminal,Departure,1345,22,47,1414
13/5/2019,F,Airport,Arrival,57982,11824,19576,89382
13/5/2019,F,Airport,Departure,34117,12504,21855,68476
13/5/2019,F,Express Rail Link West Kowloon,Arrival,26014,12578,904,39496
13/5/2019,F,Express Rail Link West Kowloon,Departure,7068,11259,1023,19350
13/5/2019,F,Hung Hom,Arrival,3946,1269,221,5436
13/5/2019,F,Hung Hom,Departure,1567,906,266,2739
13/5/2019,F,Lo Wu,Arrival,164915,24930,1539,191384
13/5/2019,F,Lo Wu,Departure,92409,23377,1595,117381
13/5/2019,F,Lok Ma Chau Spur Line,Arrival,89393,20282,580,110255
13/5/2019,F,Lok Ma Chau Spur Line,Departure,58472,15957,594,75023
13/5/2019,F,Hong Kong-Zhuhai-Macao Bridge,Arrival,45565,9184,4580,59329
13/5/2019,F,Hong Kong-Zhuhai-Macao Bridge,Departure,19675,16100,5500,41275
13/5/2019,F,Lok Ma Chau,Arrival,41186,10190,669,52045
13/5/2019,F,Lok Ma Chau,Departure,23582,6896,1651,32129
13/5/2019,F,Man Kam To,Arrival,2821,2341,41,5203
13/5/2019,F,Man Kam To,Departure,1513,1219,30,2762
13/5/2019,F,Sha Tau Kok,Arrival,4132,983,64,5179
13/5/2019,F,Sha Tau Kok,Departure,2343,706,190,3239
13/5/2019,F,Shenzhen Bay,Arrival,71230,17434,1196,89860
13/5/2019,F,Shenzhen Bay,Departure,30648,16250,2102,49000
13/5/2019,F,China Ferry Terminal,Arrival,5928,1243,835,8006
13/5/2019,F,China Ferry Terminal,Departure,2301,1383,1296,4980
13/5/2019,F,Harbour Control,Arrival,1,0,50,51
13/5/2019,F,Harbour Control,Departure,0,0,0,0
13/5/2019,F,Kai Tak Cruise Terminal,Arrival,2883,735,271,3889
13/5/2019,F,Kai Tak Cruise Terminal,Departure,1141,339,94,1574
13/5/2019,F,Macau Ferry Terminal,Arrival,20573,1258,3036,24867
13/5/2019,F,Macau Ferry Terminal,Departure,9064,1193,3568,13825
13/5/2019,F,Tuen Mun Ferry Terminal,Arrival,1691,19,18,1728
13/5/2019,F,Tuen Mun Ferry Terminal,Departure,768,18,38,824
7/6/2019,G,Airport,Arrival,29192,16494,27712,73398
7/6/2019,G,Airport,Departure,44046,10497,21641,76184
7/6/2019,G,Express Rail Link West Kowloon,Arrival,6296,34660,1988,42944
7/6/2019,G,Express Rail Link West Kowloon,Departure,17585,18839,1135,37559
7/6/2019,G,Hung Hom,Arrival,1096,2152,423,3671
7/6/2019,G,Hung Hom,Departure,3073,1004,247,4324
7/6/2019,G,Lo Wu,Arrival,88261,40486,1994,130741
7/6/2019,G,Lo Wu,Departure,112966,39297,2226,154489
7/6/2019,G,Lok Ma Chau Spur Line,Arrival,49950,40601,972,91523
7/6/2019,G,Lok Ma Chau Spur Line,Departure,66871,32579,750,100200
7/6/2019,G,Hong Kong-Zhuhai-Macao Bridge,Arrival,18916,10580,6677,36173
7/6/2019,G,Hong Kong-Zhuhai-Macao Bridge,Departure,28581,11990,5788,46359
7/6/2019,G,Lok Ma Chau,Arrival,28208,10681,1261,40150
7/6/2019,G,Lok Ma Chau,Departure,28171,8303,837,37311
7/6/2019,G,Man Kam To,Arrival,1344,3420,156,4920
7/6/2019,G,Man Kam To,Departure,1977,2003,153,4133
7/6/2019,G,Sha Tau Kok,Arrival,1929,1590,170,3689
7/6/2019,G,Sha Tau Kok,Departure,3018,1061,71,4150
7/6/2019,G,Shenzhen Bay,Arrival,28622,33683,2212,64517
7/6/2019,G,Shenzhen Bay,Departure,46100,26397,1566,74063
7/6/2019,G,China Ferry Terminal,Arrival,1964,2346,2029,6339
7/6/2019,G,China Ferry Terminal,Departure,3618,2100,1714,7432
7/6/2019,G,Harbour Control,Arrival,1,0,81,82
7/6/2019,G,Harbour Control,Departure,0,0,7,7
7/6/2019,G,Kai Tak Cruise Terminal,Arrival,1317,1941,1107,4365
7/6/2019,G,Kai Tak Cruise Terminal,Departure,2460,1584,928,4972
7/6/2019,G,Macau Ferry Terminal,Arrival,11721,2052,5894,19667
7/6/2019,G,Macau Ferry Terminal,Departure,12697,1663,4586,18946
7/6/2019,G,Tuen Mun Ferry Terminal,Arrival,776,24,75,875
7/6/2019,G,Tuen Mun Ferry Terminal,Departure,838,22,34,894
8/6/2019,G,Airport,Arrival,36398,12210,22462,71070
8/6/2019,G,Airport,Departure,30589,11664,25156,67409
8/6/2019,G,Express Rail Link West Kowloon,Arrival,7510,30014,1335,38859
8/6/2019,G,Express Rail Link West Kowloon,Departure,7969,27914,1358,37241
8/6/2019,G,Hung Hom,Arrival,1624,1454,314,3392
8/6/2019,G,Hung Hom,Departure,1514,1874,363,3751
8/6/2019,G,Lo Wu,Arrival,89501,44205,1939,135645
8/6/2019,G,Lo Wu,Departure,94873,54844,2232,151949
8/6/2019,G,Lok Ma Chau Spur Line,Arrival,48825,50451,895,100171
8/6/2019,G,Lok Ma Chau Spur Line,Departure,53207,50221,992,104420
8/6/2019,G,Hong Kong-Zhuhai-Macao Bridge,Arrival,18264,12678,5466,36408
8/6/2019,G,Hong Kong-Zhuhai-Macao Bridge,Departure,18536,15056,5495,39087
8/6/2019,G,Lok Ma Chau,Arrival,26913,10124,823,37860
8/6/2019,G,Lok Ma Chau,Departure,24449,12253,933,37635
8/6/2019,G,Man Kam To,Arrival,1637,4174,157,5968
8/6/2019,G,Man Kam To,Departure,2052,3077,32,5161
8/6/2019,G,Sha Tau Kok,Arrival,2028,1754,102,3884
8/6/2019,G,Sha Tau Kok,Departure,2165,1494,111,3770
8/6/2019,G,Shenzhen Bay,Arrival,29193,37573,1534,68300
8/6/2019,G,Shenzhen Bay,Departure,30071,41554,1734,73359
8/6/2019,G,China Ferry Terminal,Arrival,2064,2301,1591,5956
8/6/2019,G,China Ferry Terminal,Departure,2206,3055,1825,7086
8/6/2019,G,Harbour Control,Arrival,1,0,73,74
8/6/2019,G,Harbour Control,Departure,1,0,6,7
8/6/2019,G,Kai Tak Cruise Terminal,Arrival,745,1569,128,2442
8/6/2019,G,Kai Tak Cruise Terminal,Departure,889,1605,119,2613
8/6/2019,G,Macau Ferry Terminal,Arrival,11788,2338,5827,19953
8/6/2019,G,Macau Ferry Terminal,Departure,11781,2377,5198,19356
8/6/2019,G,Tuen Mun Ferry Terminal,Arrival,700,35,88,823
8/6/2019,G,Tuen Mun Ferry Terminal,Departure,709,93,43,845
9/6/2019,G,Airport,Arrival,56811,14388,20219,91418
9/6/2019,G,Airport,Departure,30351,16966,34586,81903
9/6/2019,G,Express Rail Link West Kowloon,Arrival,18151,12846,997,31994
9/6/2019,G,Express Rail Link West Kowloon,Departure,5384,26734,1726,33844
9/6/2019,G,Hung Hom,Arrival,4334,937,219,5490
9/6/2019,G,Hung Hom,Departure,1189,2663,482,4334
9/6/2019,G,Lo Wu,Arrival,133493,26168,1603,161264
9/6/2019,G,Lo Wu,Departure,71579,36551,1964,110094
9/6/2019,G,Lok Ma Chau Spur Line,Arrival,61414,27217,624,89255
9/6/2019,G,Lok Ma Chau Spur Line,Departure,38295,30058,921,69274
9/6/2019,G,Hong Kong-Zhuhai-Macao Bridge,Arrival,30091,8834,4610,43535
9/6/2019,G,Hong Kong-Zhuhai-Macao Bridge,Departure,15058,10649,5850,31557
9/6/2019,G,Lok Ma Chau,Arrival,35606,7872,654,44132
9/6/2019,G,Lok Ma Chau,Departure,18553,11066,1335,30954
9/6/2019,G,Man Kam To,Arrival,2214,2542,142,4898
9/6/2019,G,Man Kam To,Departure,1257,2382,23,3662
9/6/2019,G,Sha Tau Kok,Arrival,3708,1106,60,4874
9/6/2019,G,Sha Tau Kok,Departure,1639,1205,170,3014
9/6/2019,G,Shenzhen Bay,Arrival,57738,21928,1438,81104
9/6/2019,G,Shenzhen Bay,Departure,24236,31655,2386,58277
9/6/2019,G,China Ferry Terminal,Arrival,4488,1359,1123,6970
9/6/2019,G,China Ferry Terminal,Departure,1641,2270,1756,5667
9/6/2019,G,Harbour Control,Arrival,1,0,115,116
9/6/2019,G,Harbour Control,Departure,1,0,10,11
9/6/2019,G,Kai Tak Cruise Terminal,Arrival,2610,1640,895,5145
9/6/2019,G,Kai Tak Cruise Terminal,Departure,1160,1615,326,3101
9/6/2019,G,Macau Ferry Terminal,Arrival,15046,1645,3689,20380
9/6/2019,G,Macau Ferry Terminal,Departure,8479,1542,4446,14467
9/6/2019,G,Tuen Mun Ferry Terminal,Arrival,945,26,41,1012
9/6/2019,G,Tuen Mun Ferry Terminal,Departure,727,29,95,851
29/6/2019,H,Airport,Arrival,37398,17109,23204,77711
29/6/2019,H,Airport,Departure,54954,11744,19899,86597
29/6/2019,H,Express Rail Link West Kowloon,Arrival,5896,24647,1307,31850
29/6/2019,H,Express Rail Link West Kowloon,Departure,25129,19847,1044,46020
29/6/2019,H,Hung Hom,Arrival,1100,1429,233,2762
29/6/2019,H,Hung Hom,Departure,3850,1249,186,5285
29/6/2019,H,Lo Wu,Arrival,79368,38601,1832,119801
29/6/2019,H,Lo Wu,Departure,140956,42719,1766,185441
29/6/2019,H,Lok Ma Chau Spur Line,Arrival,44766,43073,842,88681
29/6/2019,H,Lok Ma Chau Spur Line,Departure,75455,38917,704,115076
29/6/2019,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,16249,9980,5057,31286
29/6/2019,H,Hong Kong-Zhuhai-Macao Bridge,Departure,38862,11506,4748,55116
29/6/2019,H,Lok Ma Chau,Arrival,23727,10811,1102,35640
29/6/2019,H,Lok Ma Chau,Departure,32631,11669,868,45168
29/6/2019,H,Man Kam To,Arrival,1475,3380,63,4918
29/6/2019,H,Man Kam To,Departure,2666,2786,75,5527
29/6/2019,H,Sha Tau Kok,Arrival,1749,1483,125,3357
29/6/2019,H,Sha Tau Kok,Departure,3554,1257,98,4909
29/6/2019,H,Shenzhen Bay,Arrival,23962,32500,1907,58369
29/6/2019,H,Shenzhen Bay,Departure,52505,31922,1307,85734
29/6/2019,H,China Ferry Terminal,Arrival,1916,1863,1235,5014
29/6/2019,H,China Ferry Terminal,Departure,5099,1953,1106,8158
29/6/2019,H,Harbour Control,Arrival,1,0,31,32
29/6/2019,H,Harbour Control,Departure,1,2,39,42
29/6/2019,H,Kai Tak Cruise Terminal,Arrival,753,304,22,1079
29/6/2019,H,Kai Tak Cruise Terminal,Departure,882,332,24,1238
29/6/2019,H,Macau Ferry Terminal,Arrival,10151,1586,4520,16257
29/6/2019,H,Macau Ferry Terminal,Departure,18238,1577,3837,23652
29/6/2019,H,Tuen Mun Ferry Terminal,Arrival,641,14,63,718
29/6/2019,H,Tuen Mun Ferry Terminal,Departure,1031,18,18,1067
30/6/2019,H,Airport,Arrival,43250,15320,18794,77364
30/6/2019,H,Airport,Departure,44710,15450,24963,85123
30/6/2019,H,Express Rail Link West Kowloon,Arrival,9293,15836,1040,26169
30/6/2019,H,Express Rail Link West Kowloon,Departure,14139,21053,1399,36591
30/6/2019,H,Hung Hom,Arrival,1942,1004,192,3138
30/6/2019,H,Hung Hom,Departure,1990,1559,290,3839
30/6/2019,H,Lo Wu,Arrival,104519,30487,1473,136479
30/6/2019,H,Lo Wu,Departure,122510,38672,1766,162948
30/6/2019,H,Lok Ma Chau Spur Line,Arrival,56305,36909,637,93851
30/6/2019,H,Lok Ma Chau Spur Line,Departure,72234,33436,780,106450
30/6/2019,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,25146,8914,4251,38311
30/6/2019,H,Hong Kong-Zhuhai-Macao Bridge,Departure,40908,12381,5694,58983
30/6/2019,H,Lok Ma Chau,Arrival,31086,11799,755,43640
30/6/2019,H,Lok Ma Chau,Departure,28817,11139,1128,41084
30/6/2019,H,Man Kam To,Arrival,1436,3076,87,4599
30/6/2019,H,Man Kam To,Departure,1912,2158,37,4107
30/6/2019,H,Sha Tau Kok,Arrival,2085,1110,83,3278
30/6/2019,H,Sha Tau Kok,Departure,3114,1140,164,4418
30/6/2019,H,Shenzhen Bay,Arrival,37002,24255,1374,62631
30/6/2019,H,Shenzhen Bay,Departure,47803,29107,1759,78669
30/6/2019,H,China Ferry Terminal,Arrival,2843,1210,1101,5154
30/6/2019,H,China Ferry Terminal,Departure,4616,2008,1361,7985
30/6/2019,H,Harbour Control,Arrival,1,0,98,99
30/6/2019,H,Harbour Control,Departure,1,0,1,2
30/6/2019,H,Kai Tak Cruise Terminal,Arrival,4027,730,369,5126
30/6/2019,H,Kai Tak Cruise Terminal,Departure,2913,1396,165,4474
30/6/2019,H,Macau Ferry Terminal,Arrival,14749,1305,3044,19098
30/6/2019,H,Macau Ferry Terminal,Departure,18677,1500,3964,24141
30/6/2019,H,Tuen Mun Ferry Terminal,Arrival,940,26,18,984
30/6/2019,H,Tuen Mun Ferry Terminal,Departure,1382,18,34,1434
1/7/2019,H,Airport,Arrival,59866,12074,16728,88668
1/7/2019,H,Airport,Departure,37017,11836,22266,71119
1/7/2019,H,Express Rail Link West Kowloon,Arrival,27103,10817,870,38790
1/7/2019,H,Express Rail Link West Kowloon,Departure,6065,9425,786,16276
1/7/2019,H,Hung Hom,Arrival,4419,741,173,5333
1/7/2019,H,Hung Hom,Departure,1033,607,180,1820
1/7/2019,H,Lo Wu,Arrival,162571,22043,1562,186176
1/7/2019,H,Lo Wu,Departure,75924,20236,1397,97557
1/7/2019,H,Lok Ma Chau Spur Line,Arrival,89138,18069,592,107799
1/7/2019,H,Lok Ma Chau Spur Line,Departure,45686,13617,528,59831
1/7/2019,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,50790,7190,3059,61039
1/7/2019,H,Hong Kong-Zhuhai-Macao Bridge,Departure,15679,17404,3115,36198
1/7/2019,H,Lok Ma Chau,Arrival,43738,7718,735,52191
1/7/2019,H,Lok Ma Chau,Departure,19583,6091,974,26648
1/7/2019,H,Man Kam To,Arrival,2452,1712,25,4189
1/7/2019,H,Man Kam To,Departure,1299,1158,41,2498
1/7/2019,H,Sha Tau Kok,Arrival,4276,817,102,5195
1/7/2019,H,Sha Tau Kok,Departure,1948,626,101,2675
1/7/2019,H,Shenzhen Bay,Arrival,74568,13825,1327,89720
1/7/2019,H,Shenzhen Bay,Departure,24419,12909,1657,38985
1/7/2019,H,China Ferry Terminal,Arrival,6540,884,643,8067
1/7/2019,H,China Ferry Terminal,Departure,2099,1383,1166,4648
1/7/2019,H,Harbour Control,Arrival,34,2,52,88
1/7/2019,H,Harbour Control,Departure,0,0,0,0
1/7/2019,H,Kai Tak Cruise Terminal,Arrival,892,312,23,1227
1/7/2019,H,Kai Tak Cruise Terminal,Departure,752,268,23,1043
1/7/2019,H,Macau Ferry Terminal,Arrival,23564,1346,2430,27340
1/7/2019,H,Macau Ferry Terminal,Departure,7348,1090,2423,10861
1/7/2019,H,Tuen Mun Ferry Terminal,Arrival,1757,15,14,1786
1/7/2019,H,Tuen Mun Ferry Terminal,Departure,709,11,28,748
12/9/2019,I,Airport,Arrival,30117,7169,15287,52573
12/9/2019,I,Airport,Departure,31514,7130,13718,52362
12/9/2019,I,Express Rail Link West Kowloon,Arrival,7361,6441,1131,14933
12/9/2019,I,Express Rail Link West Kowloon,Departure,10195,6220,554,16969
12/9/2019,I,Hung Hom,Arrival,2244,622,257,3123
12/9/2019,I,Hung Hom,Departure,1564,798,126,2488
12/9/2019,I,Lo Wu,Arrival,74067,18763,1210,94040
12/9/2019,I,Lo Wu,Departure,88787,20792,946,110525
12/9/2019,I,Lok Ma Chau Spur Line,Arrival,47575,16520,669,64764
12/9/2019,I,Lok Ma Chau Spur Line,Departure,46598,14636,381,61615
12/9/2019,I,Hong Kong-Zhuhai-Macao Bridge,Arrival,9900,1941,1711,13552
12/9/2019,I,Hong Kong-Zhuhai-Macao Bridge,Departure,11652,2516,2306,16474
12/9/2019,I,Lok Ma Chau,Arrival,22861,5071,1554,29486
12/9/2019,I,Lok Ma Chau,Departure,20643,5568,620,26831
12/9/2019,I,Man Kam To,Arrival,3930,1317,26,5273
12/9/2019,I,Man Kam To,Departure,3998,1010,15,5023
12/9/2019,I,Sha Tau Kok,Arrival,3065,741,157,3963
12/9/2019,I,Sha Tau Kok,Departure,3286,575,41,3902
12/9/2019,I,Shenzhen Bay,Arrival,30227,13261,2112,45600
12/9/2019,I,Shenzhen Bay,Departure,33385,13932,941,48258
12/9/2019,I,China Ferry Terminal,Arrival,2234,522,694,3450
12/9/2019,I,China Ferry Terminal,Departure,2127,735,638,3500
12/9/2019,I,Harbour Control,Arrival,13,0,48,61
12/9/2019,I,Harbour Control,Departure,37,2,18,57
12/9/2019,I,Kai Tak Cruise Terminal,Arrival,903,120,10,1033
12/9/2019,I,Kai Tak Cruise Terminal,Departure,564,72,9,645
12/9/2019,I,Macau Ferry Terminal,Arrival,8042,473,2204,10719
12/9/2019,I,Macau Ferry Terminal,Departure,7936,558,2350,10844
12/9/2019,I,Tuen Mun Ferry Terminal,Arrival,542,5,19,566
12/9/2019,I,Tuen Mun Ferry Terminal,Departure,474,2,16,492
13/9/2019,I,Airport,Arrival,23125,6705,14182,44012
13/9/2019,I,Airport,Departure,35807,4900,12628,53335
13/9/2019,I,Express Rail Link West Kowloon,Arrival,4324,8879,1148,14351
13/9/2019,I,Express Rail Link West Kowloon,Departure,17747,6076,635,24458
13/9/2019,I,Hung Hom,Arrival,655,543,198,1396
13/9/2019,I,Hung Hom,Departure,2782,400,140,3322
13/9/2019,I,Lo Wu,Arrival,55662,19000,1270,75932
13/9/2019,I,Lo Wu,Departure,114682,18488,1285,134455
13/9/2019,I,Lok Ma Chau Spur Line,Arrival,35577,19140,669,55386
13/9/2019,I,Lok Ma Chau Spur Line,Departure,54467,16446,442,71355
13/9/2019,I,Hong Kong-Zhuhai-Macao Bridge,Arrival,8726,2455,2384,13565
13/9/2019,I,Hong Kong-Zhuhai-Macao Bridge,Departure,20119,3057,2104,25280
13/9/2019,I,Lok Ma Chau,Arrival,18523,5114,902,24539
13/9/2019,I,Lok Ma Chau,Departure,24953,4765,483,30201
